arm,entry_date,exit_date,ticker,entry,stop,exit,realized,R,hold_days,reasons,sic2,group_n,group_rank,group_N,leader_rank_1m,leader_N_1m,leader_rank_3m,leader_N_3m,leader_rank_6m,leader_N_6m,etf,etf_rank,etf_N,dvol20,adr20
A1,2024-03-01,2024-03-08,LRCX,95.69,94.36,96.3802,84.33,0.516,7,partial;stop,35,17.0,5.0,8.0,131.0,417,125.0,417,101.0,417,XLI,1.0,11.0,889796176.0970001,0.025150096354485434
A1,2024-02-29,2024-03-11,OKTA,107.53,103.71,108.6027,45.16,0.282,11,partial;stop,73,84.0,3.0,8.0,238.0,418,157.0,418,167.0,418,XLK,5.0,11.0,172634496.695,0.03546774845536196
A1,2024-03-01,2024-03-11,MRVL,74.06,73.46,75.7352,277.42,2.767,10,partial;stop,36,30.0,6.0,8.0,209.0,417,135.0,417,129.0,417,XLK,4.0,11.0,824898958.7585,0.034144901443124216
A1,2024-03-12,2024-03-13,TRU,81.07,79.46,79.3805,-255.26,-1.049,1,stop,73,84.0,5.0,9.0,94.0,413,112.0,411,291.0,411,XLK,4.0,11.0,138120984.4885,0.026997287103754746
A1,2024-02-29,2024-03-15,AMD,184.01,179.82,191.1968,272.95,1.713,15,close<MA;partial,36,31.0,7.0,8.0,249.0,418,66.0,418,36.0,418,XLK,5.0,11.0,11232148650.5135,0.038740254790757746
A1,2024-01-25,2024-03-18,UBER,65.68,64.05,74.7577,880.97,5.583,53,close<MA;partial,73,52.0,4.0,6.0,71.0,267,51.0,267,37.0,266,XLI,4.0,11.0,1377665101.4929998,0.02476845795957707
A1,2024-02-22,2024-03-19,FND,114.75,111.35,118.9252,392.03,1.223,26,close<MA;partial,52,2.0,,,244.0,416,152.0,416,201.0,415,XLY,8.0,11.0,160914321.588,0.029708190136248237
A1,2024-01-18,2024-03-20,SPOT,204.23,200.81,245.6009,1902.88,12.081,62,close<MA;partial,48,6.0,,,77.0,257,79.0,257,79.0,257,XLC,6.0,11.0,314997969.49050003,0.024089341936637164
A1,2024-03-20,2024-03-21,SHAK,108.5,105.36,104.2257,-444.36,-1.361,1,stop,58,5.0,,,137.0,400,41.0,399,48.0,399,XLY,9.0,11.0,94214662.613,0.03229634395171819
A1,2024-03-20,2024-03-22,MNDY,233.75,225.95,225.7216,-329.31,-1.029,2,stop,73,83.0,5.0,8.0,240.0,400,119.0,399,113.0,399,XLK,6.0,11.0,164399298.67,0.03339392464311952
A1,2024-03-21,2024-03-22,CYBR,272.26,268.02,267.752,-202.95,-1.063,1,stop,73,83.0,4.0,7.0,200.0,404,91.0,403,67.0,403,XLK,5.0,11.0,144393158.1965,0.02800364769190126
A1,2024-03-25,2024-03-27,WFRD,117.67,117.12,117.0029,-68.98,-1.212,2,stop,35,18.0,2.0,6.0,142.0,382,111.0,380,177.0,380,XLI,2.0,11.0,77434902.237,0.031456017790646336
A1,2024-03-28,2024-04-02,STLD,148.49,146.63,146.4834,-164.41,-1.079,5,stop,33,5.0,,,115.0,370,95.0,369,134.0,368,XLB,7.0,11.0,167843255.70499998,0.025234972696351714
A1,2024-04-02,2024-04-03,GE,144.09,140.41,138.0119,-267.28,-1.654,1,stop,36,33.0,5.0,7.0,88.0,346,55.0,345,76.0,344,XLK,5.0,11.0,1279260696.3200285,0.02549652986969575
A1,2024-04-04,2024-04-09,META,524.09,510.61,510.0999,-167.92,-1.038,5,stop,73,64.0,6.0,7.0,149.0,327,37.0,326,58.0,326,XLK,4.0,11.0,6652329957.358999,0.025726413935132763
A1,2024-03-13,2024-04-11,WSM,131.69,130.6,148.0156,1502.27,15.098,29,close<MA;partial,57,3.0,,,141.0,413,133.0,412,37.0,412,XLY,10.0,11.0,277289705.88850003,0.024339482051498475
A1,2024-04-03,2024-04-12,DELL,122.14,117.66,121.3685,-27.85,-0.173,9,partial;stop,35,13.0,1.0,8.0,232.0,340,23.0,339,50.0,338,XLK,6.0,11.0,910972514.0105,0.037181344684934635
A1,2024-04-11,2024-04-12,PSTG,55.02,53.4,53.3466,-330.64,-1.033,1,stop,35,11.0,1.0,7.0,172.0,315,40.0,314,82.0,314,XLK,6.0,11.0,159376516.615,0.03243978494657046
A1,2024-05-07,2024-05-09,GE,168.15,167.22,167.0528,-77.76,-1.18,2,stop,36,36.0,6.0,11.0,81.0,438,30.0,433,31.0,432,XLK,9.0,11.0,1139587252.575,0.031331767955924836
A1,2024-05-09,2024-05-15,TECK,51.7,50.16,51.9313,24.35,0.149,6,partial;stop,14,1.0,,,160.0,437,85.0,432,170.0,430,XLB,3.0,11.0,204881934.104,0.02988203326782607
A1,2024-05-10,2024-05-16,DAL,53.05,52.16,53.068,2.74,0.017,6,partial;stop,45,6.0,,,55.0,430,70.0,424,75.0,422,XLI,4.0,11.0,501013368.1135,0.024526672465132522
A1,2024-05-16,2024-05-17,WDC,75.84,74.05,73.3865,-407.4,-1.37,1,stop,35,20.0,4.0,9.0,215.0,406,68.0,401,77.0,399,XLK,7.0,11.0,478152462.71049994,0.03831947968939113
A1,2024-05-16,2024-05-20,UAL,55.49,54.65,54.5953,-202.94,-1.065,4,stop,45,5.0,,,31.0,406,86.0,401,135.0,399,XLI,5.0,11.0,520354051.11050004,0.02797282723360452
A1,2024-05-09,2024-05-22,AEM,67.87,66.65,68.0859,29.22,0.179,13,partial;stop,10,11.0,3.0,11.0,86.0,437,47.0,432,169.0,430,XLB,3.0,11.0,213978618.876,0.02483185494376535
A1,2024-05-20,2024-05-22,SCCO,118.29,117.66,114.3482,-421.63,-6.223,2,stop,10,8.0,,,171.0,385,30.0,380,56.0,378,XLB,3.0,11.0,167528043.04157025,0.03236882830555699
A1,2024-05-20,2024-05-22,ETRN,14.25,13.89,13.8761,-339.94,-1.038,2,stop,,,,,130.0,385,57.0,380,71.0,378,,,,69686120.1585,0.02901136674743355
A1,2024-05-20,2024-05-23,GNRC,146.8,144.61,144.4655,-200.48,-1.066,3,stop,36,35.0,5.0,9.0,178.0,385,86.0,380,156.0,378,XLK,8.0,11.0,158321045.73650002,0.033650895793537486
A1,2024-05-08,2024-05-24,TOST,25.21,24.83,26.0007,379.45,2.117,16,close<MA;partial,73,73.0,11.0,11.0,131.0,432,81.0,427,158.0,426,XLK,9.0,11.0,141973049.1615,0.040197137716918824
A1,2024-05-23,2024-05-24,ETRN,14.32,13.95,13.9261,-174.43,-1.056,1,stop,,,,,150.0,364,62.0,359,77.0,357,,,,65832683.6015,0.026322789686257637
A1,2024-05-23,2024-05-30,WDC,75.93,73.85,76.0311,8.32,0.051,7,partial;stop,35,15.0,2.0,7.0,169.0,364,57.0,359,69.0,357,XLK,6.0,11.0,455899063.3644999,0.03487111664036975
A1,2024-05-08,2024-06-03,DELL,129.83,126.0,140.253,865.13,2.722,26,close<MA;partial,35,21.0,5.0,11.0,170.0,432,24.0,427,35.0,426,XLK,9.0,11.0,702010042.8165,0.04005526299525768
A1,2024-06-03,2024-06-04,LNTH,83.0,81.84,81.7582,-185.47,-1.07,1,stop,28,27.0,2.0,6.0,56.0,333,52.0,328,175.0,326,XLV,9.0,11.0,66625606.07075,0.029575607180608116
A1,2024-05-08,2024-06-05,KGC,6.88,6.78,7.7722,1581.13,9.242,28,close<MA;partial,10,11.0,3.0,11.0,92.0,432,98.0,427,236.0,426,XLB,3.0,11.0,113078764.402,0.03356122781749128
A1,2024-05-13,2024-06-10,AA,38.24,37.58,40.8943,661.38,4.035,28,close<MA;partial,33,5.0,,,167.0,431,53.0,425,117.0,423,XLB,3.0,11.0,242604405.88449997,0.03797781379905262
A1,2024-06-10,2024-06-11,NTRA,112.16,109.5,109.3905,-302.1,-1.041,1,stop,80,5.0,,,48.0,338,52.0,333,27.0,331,XLV,9.0,11.0,118580617.2875,0.03110697565558959
A1,2024-06-10,2024-06-11,TMDX,144.37,138.41,138.2695,-329.38,-1.023,1,stop,38,17.0,5.0,6.0,93.0,338,12.0,333,33.0,331,XLV,9.0,11.0,100325946.441,0.04129187386204739
A1,2024-06-12,2024-06-13,TER,147.63,147.1,145.2946,-191.3,-4.423,1,stop,38,16.0,5.0,7.0,50.0,338,39.0,333,60.0,331,XLV,8.0,11.0,297780247.448,0.02793410834619766
A1,2024-06-12,2024-06-13,CROX,158.27,155.54,155.3845,-222.04,-1.057,1,stop,30,6.0,,,95.0,338,61.0,333,74.0,331,XLB,9.0,11.0,159510208.95049998,0.030643333915758585
A1,2024-06-12,2024-06-13,ELAN,18.73,18.27,17.8821,-553.68,-1.827,1,stop,28,24.0,2.0,7.0,94.0,338,87.0,333,81.0,331,XLV,8.0,11.0,71607030.6275,0.0247457260369331
A1,2024-06-12,2024-06-14,WDC,77.74,77.4,77.3226,-65.16,-1.229,2,stop,35,16.0,4.0,7.0,101.0,338,64.0,333,53.0,331,XLK,3.0,11.0,402145883.78499997,0.029082301345759613
A1,2024-06-13,2024-06-20,QCOM,217.65,213.01,218.97,44.97,0.285,7,partial;stop,36,35.0,3.0,7.0,54.0,349,53.0,344,64.0,343,XLK,2.0,11.0,2107945260.059,0.02808321027853563
A1,2024-06-13,2024-06-21,ANET,82.34,80.12,83.1713,59.78,0.374,8,partial;stop,35,17.0,4.0,7.0,181.0,349,118.0,344,101.0,343,XLK,2.0,11.0,673695745.639,0.026976027953659387
A1,2024-06-17,2024-06-21,FN,250.63,242.48,242.2384,-159.45,-1.03,4,stop,36,40.0,2.0,8.0,121.0,355,79.0,350,84.0,348,XLK,1.0,11.0,91794999.7615,0.03251581065825597
A1,2024-06-20,2024-06-21,PINS,44.8,43.7,43.658,-310.76,-1.04,1,stop,73,74.0,8.0,8.0,135.0,377,48.0,372,143.0,370,XLK,1.0,11.0,309809945.99649996,0.024618120273175954
A1,2024-06-18,2024-06-25,IP,46.39,45.28,46.5257,20.62,0.126,7,partial;stop,26,1.0,,,65.0,368,46.0,363,130.0,361,XLB,9.0,11.0,258010461.33449998,0.027455168490545013
A1,2024-06-10,2024-06-27,MU,134.26,129.97,136.0119,132.83,0.407,17,partial;stop,36,35.0,3.0,6.0,78.0,338,31.0,333,37.0,331,XLK,3.0,11.0,1981834345.2779999,0.031961762122489364
A1,2024-06-25,2024-07-01,SNAP,16.19,15.68,15.6692,-332.26,-1.031,6,stop,73,80.0,9.0,9.0,192.0,408,25.0,405,269.0,401,XLK,2.0,11.0,271115460.91699994,0.03114979992827497
A1,2024-07-08,2024-07-09,CRWD,395.03,383.7,383.3133,-328.2,-1.034,1,stop,73,61.0,6.0,7.0,22.0,361,58.0,358,51.0,352,XLK,1.0,11.0,2803220711.0,0.028700378834692526
A1,2024-07-08,2024-07-09,CAVA,97.74,93.89,93.7961,-327.24,-1.024,1,stop,58,7.0,,,117.0,361,24.0,358,13.0,352,XLY,3.0,11.0,258560046.25299996,0.04345847542694905
A1,2024-07-09,2024-07-10,VST,94.59,90.74,90.6493,-161.75,-1.024,1,stop,49,5.0,,,163.0,358,66.0,355,13.0,349,XLU,4.0,11.0,677096203.448,0.052971060876685946
A1,2024-06-17,2024-07-11,FTAI,88.73,85.36,96.7282,383.98,2.375,24,close<MA;partial,73,69.0,7.0,8.0,88.0,355,24.0,350,26.0,348,XLK,1.0,11.0,90409846.7795,0.03956412876148925
A1,2024-07-09,2024-07-11,AMAT,249.67,247.48,247.2325,-114.53,-1.113,2,stop,36,41.0,2.0,7.0,77.0,358,80.0,355,44.0,349,XLK,1.0,11.0,1217850556.808,0.026107627001178364
A1,2024-07-09,2024-07-11,KLAC,87.74,86.32,86.2327,-169.12,-1.061,2,stop,38,22.0,5.0,7.0,76.0,358,55.0,355,54.0,349,XLV,6.0,11.0,617361624.3339999,0.028484355217699743
A1,2024-07-10,2024-07-11,TTD,102.28,99.68,99.577,-165.02,-1.038,1,stop,73,59.0,6.0,7.0,124.0,357,81.0,354,70.0,348,XLK,1.0,11.0,316474779.75,0.025473973346458022
A1,2024-07-11,2024-07-12,MPWR,877.53,851.79,832.2469,-271.68,-1.759,1,stop,36,40.0,2.0,7.0,64.0,356,58.0,353,71.0,347,XLK,1.0,11.0,384387041.292,0.02932953022140929
A1,2024-07-12,2024-07-15,ELF,219.74,209.39,209.1806,-158.38,-1.02,3,stop,28,35.0,2.0,7.0,53.0,371,67.0,368,105.0,362,XLB,10.0,11.0,311330731.05700004,0.0492949586438538
A1,2024-07-03,2024-07-17,TER,152.38,148.84,154.3805,155.86,0.564,14,partial;stop,38,22.0,5.0,7.0,117.0,400,36.0,398,77.0,392,XLV,6.0,11.0,304182863.574,0.026095081091489735
A1,2024-07-05,2024-07-17,COHR,75.33,72.72,75.7262,49.32,0.154,12,partial;stop,38,22.0,5.0,7.0,127.0,379,58.0,377,34.0,371,XLV,7.0,11.0,132475366.37799999,0.034610966396738246
A1,2024-07-02,2024-07-24,AAPL,220.42,215.1,222.0059,85.63,0.298,22,partial;stop,35,22.0,3.0,7.0,64.0,426,43.0,423,172.0,418,XLK,1.0,11.0,18546491274.095,0.024696185657649455
A1,2024-07-12,2024-07-24,RBLX,40.03,39.49,40.2289,58.28,0.368,12,partial;stop,73,63.0,6.0,7.0,86.0,371,230.0,368,264.0,362,XLK,1.0,11.0,204284535.81750003,0.03115059342188564
A1,2024-07-23,2024-07-24,RCL,172.81,168.47,168.3008,-306.8,-1.039,1,stop,44,5.0,,,96.0,411,83.0,409,103.0,403,XLI,9.0,11.0,333340280.1685,0.02513305291471025
A1,2024-07-12,2024-07-25,TPL,266.75,261.71,263.0734,-114.07,-0.729,13,partial;stop,67,2.0,,,103.0,371,47.0,368,59.0,362,XLRE,5.0,11.0,218396949.41704497,0.028453607616769832
A1,2024-08-26,2024-08-27,EFX,304.18,301.05,300.1296,-154.06,-1.294,1,stop,73,88.0,9.0,15.0,113.0,544,60.0,541,212.0,535,XLK,8.0,11.0,242954618.77099997,0.02438528692835609
A1,2024-08-26,2024-08-27,OLLI,100.73,97.52,97.2926,-333.49,-1.071,1,stop,53,8.0,,,299.0,544,45.0,541,176.0,535,XLY,2.0,11.0,91812837.507,0.03213618519756027
A1,2024-08-22,2024-08-28,IRM,112.9,111.51,113.0511,15.27,0.106,6,partial;stop,67,13.0,2.0,16.0,98.0,601,28.0,599,40.0,593,XLRE,1.0,11.0,223744104.1835,0.02677209773224242
A1,2024-08-23,2024-08-30,TPL,285.17,278.07,286.1263,39.14,0.134,7,partial;stop,67,11.0,1.0,14.0,222.0,550,25.0,548,41.0,542,XLRE,1.0,11.0,75181866.2076,0.03174246363983789
A1,2024-08-21,2024-09-03,DHI,185.61,181.93,186.199,36.42,0.16,13,partial;stop,15,5.0,,,250.0,621,78.0,619,145.0,613,XLI,9.0,11.0,423573943.47349995,0.029229350960392957
A1,2024-08-28,2024-09-04,UTHR,353.85,351.14,350.7889,-100.97,-1.13,7,stop,28,35.0,1.0,11.0,209.0,511,46.0,508,48.0,502,XLV,2.0,11.0,177240063.2125,0.031084488799500383
A1,2024-08-23,2024-09-06,MMM,130.12,128.85,130.7103,53.12,0.465,14,partial;stop,38,37.0,9.0,14.0,29.0,550,45.0,548,32.0,542,XLV,2.0,11.0,722784773.953,0.02710496376504361
A1,2024-09-16,2024-09-19,SFM,104.51,103.34,103.2367,-143.11,-1.088,3,stop,54,1.0,,,133.0,366,31.0,363,30.0,357,XLP,3.0,11.0,121809196.705,0.025426898535198257
A1,2024-09-26,2024-09-27,VRNS,57.92,56.94,56.8831,-212.13,-1.058,1,stop,73,75.0,5.0,10.0,252.0,450,58.0,446,120.0,439,XLK,10.0,11.0,82947234.79550001,0.028432374921192743
A1,2024-09-26,2024-09-27,SHAK,108.12,104.69,104.5853,-325.01,-1.031,1,stop,58,6.0,,,274.0,450,118.0,446,212.0,439,XLY,5.0,11.0,78571227.7855,0.03294334282534013
A1,2024-09-27,2024-10-02,TOL,154.77,151.3,151.1487,-163.17,-1.044,5,stop,15,3.0,,,197.0,470,61.0,466,139.0,460,XLI,3.0,11.0,222921077.50599998,0.027376348974504795
A1,2024-09-26,2024-10-03,FND,121.36,117.94,117.8246,-328.91,-1.034,7,stop,52,2.0,,,139.0,450,159.0,446,273.0,439,XLY,5.0,11.0,112307156.813,0.02816987484059741
A1,2024-09-18,2024-10-04,TSLA,235.23,226.88,248.2391,481.15,1.556,16,close<MA;partial,37,8.0,,,139.0,377,78.0,375,77.0,367,XLY,7.0,11.0,16310069933.5475,0.04339760784546428
A1,2024-10-04,2024-10-07,TTD,113.17,111.85,111.7381,-147.8,-1.085,3,stop,73,65.0,7.0,12.0,147.0,446,164.0,442,95.0,439,XLK,11.0,11.0,282223901.6775,0.02621783481726788
A1,2024-10-04,2024-10-07,SFM,112.07,111.58,111.4684,-62.76,-1.227,3,stop,54,1.0,,,108.0,446,49.0,442,31.0,439,XLP,6.0,11.0,126100510.50899999,0.024581041023309713
A1,2024-10-04,2024-10-07,VFC,20.0,19.93,19.9101,-52.51,-1.285,3,stop,23,5.0,,,171.0,446,20.0,442,64.0,439,XLY,8.0,11.0,123044959.65249999,0.03569933454441303
A1,2024-10-04,2024-10-07,MHK,161.54,157.49,152.7871,-639.07,-2.163,3,stop,22,1.0,,,225.0,446,27.0,442,100.0,439,XLY,8.0,11.0,100727517.01449999,0.025048585230130593
A1,2024-09-13,2024-10-08,Z,58.35,56.82,62.3179,789.96,2.597,25,close<MA;partial,73,63.0,2.0,8.0,117.0,368,68.0,365,161.0,359,XLI,7.0,11.0,169627268.209,0.03444497232697298
A1,2024-10-08,2024-10-09,NTRA,132.14,128.63,128.5014,-316.74,-1.037,1,stop,80,7.0,,,158.0,427,133.0,424,78.0,419,XLV,8.0,11.0,145348717.21499997,0.03417517305423158
A1,2024-10-08,2024-10-15,ORCL,174.16,170.44,174.6621,32.88,0.134,7,partial;stop,73,60.0,5.0,8.0,91.0,427,119.0,424,72.0,419,XLK,11.0,11.0,2030415518.3294997,0.025030933006280502
A1,2024-10-08,2024-10-15,CAVA,131.95,127.7,132.5012,39.56,0.129,7,partial;stop,58,7.0,,,220.0,427,39.0,424,21.0,419,XLY,10.0,11.0,314406495.322,0.03225405033804392
A1,2024-10-10,2024-10-16,IOT,50.12,48.51,48.4584,-314.06,-1.03,6,stop,73,55.0,2.0,8.0,306.0,400,50.0,398,57.0,392,XLK,11.0,11.0,173746162.7925,0.03218627030956976
A1,2024-10-11,2024-10-18,DELL,127.13,123.5,127.5176,32.81,0.108,7,partial;stop,35,14.0,8.0,8.0,118.0,385,279.0,383,196.0,379,XLK,11.0,11.0,1383489527.7684999,0.02916876457656308
A1,2024-10-18,2024-10-21,LW,79.24,76.96,76.8835,-315.66,-1.034,3,stop,20,3.0,,,167.0,369,274.0,368,287.0,363,XLP,8.0,11.0,207629362.63700002,0.028756998614314928
A1,2024-10-15,2024-10-22,GEV,271.1,263.54,270.729,-14.87,-0.049,7,partial;stop,36,40.0,6.0,8.0,71.0,381,26.0,380,27.0,376,XLK,11.0,11.0,691646980.661,0.027871752595350813
A1,2024-10-17,2024-10-30,CAVA,135.71,133.2,136.1362,36.6,0.172,13,partial;stop,58,6.0,,,144.0,375,21.0,374,23.0,369,XLY,8.0,11.0,306461881.71599996,0.032263298257465385
A1,2024-10-23,2024-11-01,NU,15.02,14.58,15.153,94.28,0.307,9,partial;stop,61,12.0,2.0,8.0,209.0,336,129.0,335,102.0,330,XLF,3.0,11.0,345091341.08000004,0.029348750575672277
A1,2024-11-01,2024-11-04,CART,45.25,44.24,44.1958,-268.63,-1.044,3,stop,73,63.0,2.0,9.0,75.0,364,60.0,362,118.0,359,XLI,3.0,11.0,116616465.96100001,0.03170017698650819
A1,2024-11-01,2024-11-05,TOST,30.82,30.05,30.01,-302.18,-1.052,4,stop,73,63.0,2.0,9.0,98.0,364,113.0,362,102.0,359,XLK,5.0,11.0,139826053.7315,0.029720753762843742
A1,2024-11-05,2024-11-13,CART,45.8,44.51,45.3246,-113.07,-0.366,8,partial;stop,73,62.0,2.0,9.0,84.0,370,61.0,368,117.0,365,XLI,5.0,11.0,110825646.007,0.03031783352939286
A1,2024-11-06,2024-11-15,NVDA,144.56,141.96,145.5177,78.17,0.366,9,partial;stop,36,40.0,3.0,9.0,123.0,381,76.0,379,57.0,376,XLK,2.0,11.0,30931755933.1315,0.028117122399172235
A1,2024-11-14,2024-11-15,AAL,14.56,14.18,14.1608,-164.72,-1.036,1,stop,45,6.0,,,130.0,520,94.0,518,353.0,515,XLI,4.0,11.0,397631587.46750003,0.033601112696991
A1,2024-11-21,2024-11-22,NVDA,149.92,145.82,145.6695,-340.02,-1.036,1,stop,36,45.0,6.0,16.0,305.0,564,211.0,562,87.0,557,XLK,7.0,11.0,29311855900.0005,0.02737753314278647
A1,2024-11-26,2024-11-27,ALK,54.06,52.91,52.8521,-275.1,-1.046,1,stop,45,6.0,,,192.0,611,80.0,609,225.0,604,XLI,4.0,11.0,109821766.3595,0.027157884379242513
A1,2024-11-20,2024-12-02,OWL,23.71,23.18,23.1568,-282.0,-1.044,12,stop,62,7.0,,,330.0,561,97.0,558,184.0,554,XLF,2.0,11.0,157098163.0655,0.03002405755525721
A1,2024-11-21,2024-12-04,PWR,336.26,334.7,338.8378,92.95,1.659,13,partial;stop,17,4.0,,,243.0,564,170.0,562,206.0,557,XLI,4.0,11.0,303360224.418,0.02544286193230247
A1,2024-12-04,2024-12-05,ANET,108.1,105.02,103.3066,-522.54,-1.557,1,stop,35,22.0,8.0,15.0,344.0,563,202.0,560,162.0,555,XLK,3.0,11.0,1020699951.523,0.028479771398037666
A1,2024-12-05,2024-12-06,CCL,27.02,26.42,26.3936,-286.77,-1.044,1,stop,44,5.0,,,126.0,561,75.0,558,96.0,553,XLI,4.0,11.0,531822798.84849995,0.026419509911264655
A1,2024-11-06,2024-12-10,VRT,117.11,115.08,126.0298,901.2,4.402,34,close<MA;partial,36,40.0,3.0,9.0,168.0,381,30.0,379,148.0,376,XLK,2.0,11.0,722736567.0274999,0.035021287812355494
A1,2024-11-06,2024-12-11,CRWD,324.26,316.75,345.7489,773.46,2.859,35,close<MA;partial,73,62.0,2.0,9.0,144.0,381,93.0,379,227.0,376,XLK,2.0,11.0,1055231614.9654999,0.03241468086224837
A1,2024-12-11,2024-12-12,NFLX,93.62,92.31,92.2157,-184.03,-1.07,1,stop,78,2.0,,,92.0,490,149.0,488,132.0,484,XLC,2.0,11.0,2842845864.36,0.024282660051407785
A1,2024-12-02,2024-12-13,TTD,132.78,128.38,132.5173,-9.55,-0.06,11,partial;stop,73,96.0,3.0,15.0,330.0,564,192.0,561,157.0,556,XLK,6.0,11.0,587686781.7310001,0.03319137344898999
A1,2024-12-16,2024-12-18,CRWD,377.8,364.89,364.5251,-331.81,-1.028,2,stop,73,97.0,2.0,12.0,173.0,472,111.0,469,342.0,466,XLK,4.0,11.0,1410695200.3385,0.034849746498939654
A1,2024-10-14,2024-12-19,MRVL,76.09,74.55,101.1167,3778.88,16.24,66,close<MA;partial,36,40.0,6.0,8.0,302.0,382,213.0,381,197.0,377,XLK,11.0,11.0,715794353.1780001,0.03378305270742963
A1,2024-11-04,2024-12-20,MASI,146.96,143.87,166.9262,1557.62,6.469,46,close<MA;partial,38,18.0,3.0,10.0,118.0,369,87.0,367,197.0,364,XLV,11.0,11.0,91179044.186,0.027674552398041154
A1,2024-12-02,2025-01-03,LULU,334.91,323.93,375.4613,567.72,3.695,32,close<MA;partial,23,6.0,,,329.0,564,189.0,561,364.0,556,XLY,1.0,11.0,562566871.6014999,0.03277290376113294
A1,2025-01-22,2025-01-23,ALK,69.97,68.14,68.0734,-331.88,-1.037,1,stop,45,5.0,,,123.0,473,62.0,471,54.0,469,XLI,6.0,11.0,185693037.155,0.026130374497657444
A1,2025-01-22,2025-01-23,PCOR,79.79,78.68,78.3815,-216.22,-1.268,1,stop,73,82.0,1.0,12.0,302.0,473,127.0,471,227.0,469,XLK,5.0,11.0,94176001.9255,0.026994177894889587
A1,2025-01-24,2025-01-27,CHWY,38.71,38.4,37.982,-230.36,-2.354,3,stop,59,9.0,,,88.0,415,81.0,414,90.0,411,XLY,1.0,11.0,189548523.192,0.033606376336721554
A1,2025-01-24,2025-01-27,PCOR,79.8,77.79,76.3136,-536.86,-1.737,3,stop,73,74.0,2.0,9.0,272.0,415,136.0,414,211.0,411,XLK,4.0,11.0,81732596.1835,0.025148500164431327
A1,2025-01-29,2025-01-31,DECK,219.14,216.35,195.9039,-1277.93,-8.331,2,stop,30,5.0,,,253.0,515,74.0,514,127.0,511,XLB,9.0,11.0,330365980.77849996,0.02624532162021359
A1,2025-01-30,2025-01-31,ROKU,85.0,82.8,82.7172,-171.58,-1.038,1,stop,48,6.0,,,242.0,527,251.0,526,141.0,522,XLC,2.0,11.0,212904570.57799998,0.04414305593821145
A1,2025-01-21,2025-02-03,WSM,206.13,205.92,205.6872,-25.45,-2.13,13,partial;stop,57,4.0,,,148.0,534,79.0,532,146.0,529,XLY,1.0,11.0,339177839.2375,0.029115721961050684
A1,2025-01-24,2025-02-14,TWLO,137.68,133.59,136.2586,-113.51,-0.347,21,partial;stop,73,74.0,2.0,9.0,226.0,415,54.0,414,50.0,411,XLK,4.0,11.0,217247380.47550002,0.02966309263378456
A1,2025-02-13,2025-02-14,SNOW,191.11,185.2,185.0107,-164.7,-1.031,1,stop,73,102.0,1.0,15.0,110.0,597,39.0,597,124.0,590,XLK,6.0,11.0,915743734.2275,0.03289175085978037
A1,2025-01-29,2025-02-19,AXON,640.64,632.14,643.4696,53.76,0.333,21,partial;stop,34,3.0,,,311.0,515,68.0,514,34.0,511,XLI,5.0,11.0,334257522.07449996,0.03119803858028445
A1,2025-02-18,2025-02-19,BA,188.67,184.22,184.0358,-166.78,-1.041,1,stop,37,23.0,7.0,15.0,145.0,608,82.0,608,327.0,602,XLI,10.0,11.0,1371106603.342,0.030588090565697355
A1,2025-02-18,2025-02-19,SNOW,193.79,189.09,188.9009,-166.35,-1.04,1,stop,73,105.0,1.0,15.0,119.0,608,45.0,608,134.0,602,XLK,4.0,11.0,929797405.107,0.03395253879569608
A1,2025-02-19,2025-02-20,ALK,76.53,74.75,74.6753,-286.94,-1.042,1,stop,45,6.0,,,150.0,630,50.0,630,50.0,625,XLI,9.0,11.0,206772903.3685,0.035236454740493
A1,2025-01-21,2025-02-24,IBKR,48.4,47.66,54.367,1491.54,8.108,34,close<MA;partial,62,13.0,7.0,12.0,138.0,534,92.0,532,87.0,529,XLF,3.0,11.0,196731394.545,0.026560047879975672
A1,2025-05-20,2025-05-21,ULTA,422.13,411.74,407.2124,-402.82,-1.436,1,stop,59,10.0,13.0,18.0,347.0,690,109.0,686,212.0,684,XLY,8.0,11.0,253365649.06149998,0.024610034357760956
A1,2025-05-20,2025-05-23,DLTR,90.19,87.75,87.6651,-323.19,-1.036,3,stop,53,9.0,,,438.0,690,69.0,686,73.0,684,XLY,8.0,11.0,315476023.6685,0.027022892634188833
A1,2025-06-04,2025-06-10,MNDY,308.3,299.4,308.1594,-4.71,-0.016,6,partial;stop,73,91.0,6.0,12.0,211.0,544,202.0,542,166.0,536,XLK,2.0,11.0,196165937.02775002,0.03753595715649928
A1,2025-06-09,2025-06-10,UAL,85.21,83.43,83.1767,-276.54,-1.142,1,stop,45,6.0,,,217.0,500,279.0,498,276.0,493,XLI,2.0,11.0,588785723.3595,0.04141643780407264
A1,2025-06-09,2025-06-10,CPNG,28.91,28.43,28.2917,-248.11,-1.302,1,stop,59,8.0,,,289.0,500,120.0,498,109.0,493,XLY,6.0,11.0,317701998.29249996,0.024180002027283203
A1,2025-06-11,2025-06-12,SHOP,112.49,111.29,111.1787,-135.31,-1.093,1,stop,73,85.0,6.0,10.0,100.0,480,187.0,478,207.0,474,XLK,1.0,11.0,1451729618.2389998,0.03152253170659544
