window,cell,entry_date,exit_date,ticker,entry,stop,exit,realized,R,hold_days,reasons,sic2,group_n,group_rank,group_N,leader_rank_1m,leader_N_1m,leader_rank_3m,leader_N_3m,leader_rank_6m,leader_N_6m,etf,etf_rank,etf_N,dvol20,adr20
parity oos_2022_2024,A0 pit design,2022-07-18,2022-09-06,HRB,37.69,36.64,42.9731,988.39,5.044,50,close<MA;partial,72,1.0,,,170.0,662,7.0,661,7.0,656,XLY,11.0,11.0,63555172.910000004,0.027803099570163754
parity oos_2022_2024,A0 pit design,2022-09-08,2022-09-13,BJ,77.85,77.13,77.0529,-148.65,-1.107,5,stop,53,9.0,,,47.0,413,42.0,412,41.0,409,XLY,1.0,11.0,177361394.59149998,0.03167166859129818
parity oos_2022_2024,A0 pit design,2022-09-08,2022-09-13,SRPT,117.03,113.18,110.5613,-653.02,-1.679,5,stop,28,42.0,3.0,10.0,118.0,413,12.0,412,37.0,409,XLV,4.0,11.0,95591666.1415,0.03290998804633345
parity oos_2022_2024,A0 pit design,2022-09-19,2022-09-22,PCG,13.39,13.0,12.9862,-398.58,-1.033,3,stop,49,8.0,,,39.0,503,103.0,502,77.0,500,XLU,2.0,11.0,195682062.484,0.029070067963239084
parity oos_2022_2024,A0 pit design,2022-09-19,2022-09-22,CEG,88.75,86.43,86.3412,-392.41,-1.037,3,stop,49,8.0,,,40.0,503,53.0,502,14.0,500,XLU,2.0,11.0,187917235.512,0.026152619918778784
parity oos_2022_2024,A0 pit design,2022-09-28,2022-09-29,TWTR,43.56,42.42,42.382,-197.3,-1.037,1,stop,73,94.0,9.0,16.0,26.0,606,113.0,606,53.0,604,XLK,3.0,11.0,464882452.938,0.02614595771813617
parity oos_2022_2024,A0 pit design,2022-10-04,2022-10-11,UNM,41.17,40.11,41.1588,-2.22,-0.012,7,partial;stop,63,15.0,11.0,17.0,63.0,664,63.0,663,29.0,659,XLF,4.0,11.0,70367584.6235,0.025684403151777845
parity oos_2022_2024,A0 pit design,2022-10-13,2022-10-14,IBKR,17.71,17.2,17.1805,-196.89,-1.033,1,stop,62,20.0,3.0,16.0,101.0,695,64.0,695,91.0,692,XLF,3.0,11.0,84021254.5275,0.029072333223262047
parity oos_2022_2024,A0 pit design,2022-10-14,2022-10-17,REGN,754.75,731.82,731.0913,-189.3,-1.032,3,stop,28,55.0,11.0,17.0,36.0,742,81.0,742,118.0,739,XLV,6.0,11.0,556116809.7495,0.03038185755430616
parity oos_2022_2024,A0 pit design,2022-10-14,2022-10-17,AMP,279.36,270.87,264.5052,-326.78,-1.75,3,stop,62,21.0,5.0,17.0,166.0,742,108.0,742,198.0,739,XLF,3.0,11.0,147828042.09849998,0.030385555635715232
parity oos_2022_2024,A0 pit design,2022-10-14,2022-10-20,FCNCA,860.86,847.22,846.3728,-188.33,-1.062,6,stop,60,27.0,12.0,17.0,152.0,742,73.0,742,18.0,739,XLF,3.0,11.0,130260011.85050002,0.030474390644241216
parity oos_2022_2024,A0 pit design,2022-10-18,2022-10-20,DE,372.77,365.75,365.3843,-199.48,-1.052,2,stop,35,31.0,4.0,16.0,104.0,728,74.0,728,365.0,726,XLI,4.0,11.0,467575047.3735,0.027220502418912006
parity oos_2022_2024,A0 pit design,2022-10-26,2022-10-27,BIIB,283.72,278.44,278.1616,-194.67,-1.053,1,stop,28,53.0,5.0,15.0,23.0,732,39.0,732,37.0,730,XLV,4.0,11.0,739607041.6700001,0.03575333999595566
parity oos_2022_2024,A0 pit design,2022-10-27,2022-10-28,DINO,61.23,61.12,61.0589,-39.8,-1.55,1,stop,46,3.0,,,87.0,728,40.0,728,13.0,726,XLE,1.0,11.0,107929873.6365,0.03866037475923956
parity oos_2022_2024,A0 pit design,2022-11-02,2022-11-03,BIIB,287.11,278.07,275.734,-227.46,-1.258,1,stop,28,47.0,4.0,15.0,350.0,708,30.0,708,28.0,706,XLV,3.0,11.0,422595799.05799997,0.03148643368158979
parity oos_2022_2024,A0 pit design,2022-11-03,2022-11-09,COP,130.12,128.29,128.1617,-201.7,-1.07,6,stop,29,9.0,,,101.0,725,13.0,725,43.0,723,XLE,1.0,11.0,855604309.0649999,0.03332808407936001
parity oos_2022_2024,A0 pit design,2022-11-08,2022-11-09,REGN,765.35,745.3,744.5547,-187.2,-1.037,1,stop,28,51.0,7.0,17.0,447.0,750,59.0,750,102.0,748,XLV,3.0,11.0,519772684.51000005,0.03239240301084787
parity oos_2022_2024,A0 pit design,2022-10-13,2022-11-11,UNM,41.9,40.85,42.8496,170.59,0.898,29,close<MA;partial,63,18.0,5.0,16.0,71.0,695,66.0,695,24.0,692,XLF,3.0,11.0,65655373.488,0.025177175094361855
parity oos_2022_2024,A0 pit design,2022-11-07,2022-11-11,BIIB,287.66,281.09,288.1034,12.94,0.068,4,partial;stop,28,53.0,8.0,17.0,229.0,745,31.0,745,27.0,743,XLV,3.0,11.0,408376981.837,0.03089450660121367
parity oos_2022_2024,A0 pit design,2022-11-11,2022-11-15,MPC,121.1,119.84,119.7252,-159.6,-1.095,4,stop,29,9.0,,,345.0,733,29.0,733,106.0,732,XLE,1.0,11.0,352991991.741,0.031046700111477966
parity oos_2022_2024,A0 pit design,2022-11-11,2022-11-16,CVX,186.57,183.89,183.7061,-214.52,-1.069,5,stop,29,9.0,,,292.0,733,69.0,733,270.0,732,XLE,1.0,11.0,1409436200.544,0.025043563691257608
parity oos_2022_2024,A0 pit design,2022-11-15,2022-11-17,DINO,64.8,63.2,63.1368,-361.94,-1.039,2,stop,46,1.0,,,411.0,745,30.0,744,68.0,742,XLE,1.0,11.0,108224494.19049999,0.034606997557443384
parity oos_2022_2024,A0 pit design,2022-11-14,2022-11-18,BIIB,300.41,295.73,300.7786,16.95,0.079,4,partial;stop,28,54.0,7.0,19.0,490.0,739,20.0,738,33.0,736,XLV,5.0,11.0,385028840.2875,0.027587672739984203
parity oos_2022_2024,A0 pit design,2022-10-31,2022-11-21,EOG,137.14,132.44,138.5191,55.28,0.294,21,partial;stop,13,25.0,1.0,15.0,115.0,720,50.0,720,120.0,718,XLE,1.0,11.0,469083083.504,0.03424333387266064
parity oos_2022_2024,A0 pit design,2022-11-22,2022-11-28,VLO,141.27,137.55,135.1747,-603.55,-1.638,6,stop,29,7.0,,,389.0,714,115.0,713,222.0,710,XLE,1.0,11.0,504354220.9085,0.03598427218656615
parity oos_2022_2024,A0 pit design,2022-11-22,2022-11-28,MPC,123.24,121.83,121.7082,-173.45,-1.086,6,stop,29,7.0,,,350.0,714,73.0,713,103.0,710,XLE,1.0,11.0,391417279.58650005,0.029563793413712958
parity oos_2022_2024,A0 pit design,2022-11-22,2022-11-28,BIIB,306.18,301.6,295.734,-469.89,-2.282,6,stop,28,57.0,8.0,17.0,218.0,714,7.0,713,26.0,710,XLV,3.0,11.0,382530678.00549996,0.025668915005066833
parity oos_2022_2024,A0 pit design,2022-11-28,2022-11-29,GILD,87.01,85.08,84.9949,-191.14,-1.044,1,stop,28,52.0,8.0,15.0,46.0,614,11.0,613,45.0,610,XLV,2.0,11.0,756908926.7854999,0.02581373764112708
parity oos_2022_2024,A0 pit design,2022-11-30,2022-12-02,ANET,34.38,33.35,33.3159,-189.73,-1.032,2,stop,35,23.0,6.0,15.0,142.0,597,139.0,596,47.0,593,XLK,7.0,11.0,310910423.356,0.030031885982231526
parity oos_2022_2024,A0 pit design,2022-11-22,2022-12-05,ORCL,80.76,79.83,81.2479,84.67,0.532,13,partial;stop,73,120.0,1.0,17.0,298.0,714,214.0,713,178.0,710,XLK,7.0,11.0,591335493.008,0.02503387521711976
parity oos_2022_2024,A0 pit design,2022-12-08,2022-12-09,PODD,312.06,302.65,302.3473,-369.15,-1.032,1,stop,38,28.0,11.0,15.0,328.0,538,92.0,538,34.0,536,XLV,2.0,11.0,120792325.88499999,0.03175670317699171
parity oos_2022_2024,A0 pit design,2022-12-09,2022-12-12,KLAC,39.79,38.76,38.5015,-442.57,-1.251,3,stop,38,27.0,8.0,13.0,83.0,522,92.0,522,116.0,520,XLV,1.0,11.0,545465029.1470001,0.030233562234085125
parity oos_2022_2024,A0 pit design,2022-12-13,2022-12-14,AMAT,115.51,111.62,111.2486,-395.88,-1.095,1,stop,36,29.0,3.0,10.0,120.0,435,49.0,435,163.0,434,XLK,7.0,11.0,736348052.4445,0.033642488759119106
parity oos_2022_2024,A0 pit design,2022-12-13,2022-12-14,FCX,41.13,39.83,38.996,-593.56,-1.636,1,stop,10,8.0,,,100.0,435,35.0,435,212.0,434,XLB,3.0,11.0,464264922.06850004,0.0317389890668804
parity oos_2022_2024,A0 pit design,2022-12-13,2022-12-14,MCHP,80.12,77.77,77.3426,-424.95,-1.181,1,stop,36,29.0,3.0,10.0,115.0,435,46.0,435,77.0,434,XLK,7.0,11.0,314289647.925,0.02935134141798191
parity oos_2022_2024,A0 pit design,2022-12-13,2022-12-14,GOLD,17.46,17.15,17.1329,-250.83,-1.056,1,stop,50,4.0,,,174.0,435,144.0,435,349.0,434,XLI,2.0,11.0,302152409.7815,0.029083721964010673
parity oos_2022_2024,A0 pit design,2022-12-08,2022-12-16,FLEX,22.23,21.66,22.2537,13.2,0.038,8,partial;stop,36,33.0,10.0,15.0,128.0,538,86.0,538,51.0,536,XLK,7.0,11.0,83028803.99350001,0.030493603191725494
parity oos_2022_2024,A0 pit design,2022-12-27,2022-12-28,GOLD,17.69,17.43,17.4176,-203.93,-1.069,1,stop,50,4.0,,,39.0,491,104.0,490,291.0,489,XLI,2.0,11.0,344889800.899,0.02972632569755295
parity oos_2022_2024,A0 pit design,2022-12-29,2022-12-30,COO,84.13,82.48,82.3937,-274.97,-1.05,1,stop,38,23.0,7.0,11.0,41.0,477,53.0,476,194.0,475,XLV,5.0,11.0,131623287.29050002,0.027976746412422378
parity oos_2022_2024,A0 pit design,2022-12-27,2023-01-03,PCG,16.45,16.05,15.974,-383.61,-1.184,7,stop,49,9.0,,,55.0,491,77.0,490,20.0,489,XLU,9.0,11.0,283070747.83449996,0.024269271650817936
parity oos_2022_2024,A0 pit design,2023-01-04,2023-01-05,NEM,50.65,50.32,50.2697,-100.18,-1.152,1,stop,10,8.0,,,51.0,420,107.0,419,313.0,419,XLB,3.0,11.0,308155562.92300004,0.02694778590985719
parity oos_2022_2024,A0 pit design,2023-01-03,2023-01-09,EL,256.44,250.58,257.3811,28.35,0.161,6,partial;stop,28,34.0,1.0,11.0,33.0,413,126.0,412,235.0,412,XLB,3.0,11.0,403989993.084,0.025575135685672813
parity oos_2022_2024,A0 pit design,2023-01-13,2023-01-17,STLD,111.31,109.37,109.2651,-253.71,-1.056,4,stop,33,4.0,,,252.0,423,51.0,421,20.0,421,XLB,1.0,11.0,392979590.1675,0.03767287591414325
parity oos_2022_2024,A0 pit design,2023-01-03,2023-01-24,NKE,119.3,117.44,120.5734,119.77,0.685,21,partial;stop,30,6.0,,,22.0,413,27.0,412,109.0,412,XLB,3.0,11.0,1037862469.4875,0.024820966713671448
parity oos_2022_2024,A0 pit design,2023-01-23,2023-01-25,KLAC,42.87,41.63,41.2337,-481.31,-1.316,2,stop,38,27.0,4.0,9.0,232.0,393,22.0,390,119.0,390,XLV,7.0,11.0,462978816.7505,0.029017720504778376
parity oos_2022_2024,A0 pit design,2023-01-26,2023-01-27,KLAC,42.9,41.66,40.4595,-714.73,-1.961,1,stop,38,29.0,4.0,13.0,182.0,435,36.0,432,124.0,432,XLV,9.0,11.0,461091779.20949996,0.02899328743780833
parity oos_2022_2024,A0 pit design,2023-01-27,2023-01-30,FIS,75.23,74.42,74.3056,-165.52,-1.142,3,stop,73,77.0,8.0,13.0,217.0,449,364.0,446,400.0,445,XLI,3.0,11.0,363753364.0765,0.02638717132524302
parity oos_2022_2024,A0 pit design,2023-01-06,2023-02-02,SLB,53.92,53.3,55.4423,378.08,2.434,27,close<MA;partial,13,19.0,10.0,10.0,87.0,410,34.0,409,17.0,408,XLE,5.0,11.0,490629327.016,0.03661073313623266
parity oos_2022_2024,A0 pit design,2023-02-01,2023-02-03,FIS,75.5,74.51,74.4355,-188.67,-1.076,2,stop,73,78.0,6.0,13.0,276.0,494,434.0,492,463.0,490,XLI,4.0,11.0,383387729.102,0.025506824756121232
parity oos_2022_2024,A0 pit design,2023-01-03,2023-02-06,BA,196.6,192.4,206.6902,423.94,2.405,34,close<MA;partial,37,12.0,8.0,11.0,23.0,413,12.0,412,48.0,412,XLI,2.0,11.0,1270814787.3930001,0.030585131234847025
parity oos_2022_2024,A0 pit design,2023-01-06,2023-02-06,FCX,41.2,40.54,43.3514,590.54,3.285,31,close<MA;partial,10,9.0,,,86.0,410,27.0,409,42.0,408,XLB,2.0,11.0,413651051.77750003,0.030633674290485458
parity oos_2022_2024,A0 pit design,2023-02-01,2023-02-08,AVGO,60.23,58.74,60.2765,5.91,0.033,7,partial;stop,36,34.0,2.0,13.0,372.0,494,110.0,492,179.0,490,XLK,6.0,11.0,1286553675.134,0.024686406316240854
parity oos_2022_2024,A0 pit design,2023-02-13,2023-02-17,JBL,83.74,82.34,83.8109,10.7,0.048,4,partial;stop,36,39.0,4.0,15.0,160.0,529,94.0,527,33.0,524,XLK,2.0,11.0,118278283.599,0.02427448460120101
parity oos_2022_2024,A0 pit design,2023-02-28,2023-03-02,URI,471.35,462.57,462.1074,-258.68,-1.053,2,stop,73,91.0,3.0,11.0,96.0,499,53.0,496,24.0,494,XLK,3.0,11.0,314322404.8565,0.025821004143850246
parity oos_2022_2024,A0 pit design,2023-03-06,2023-03-07,NVDA,23.92,23.49,23.4635,-258.28,-1.054,1,stop,36,33.0,4.0,8.0,32.0,416,26.0,414,26.0,412,XLK,2.0,11.0,11676911009.255001,0.038966773674242505
parity oos_2022_2024,A0 pit design,2023-03-01,2023-03-09,WYNN,111.88,109.75,109.6402,-266.74,-1.051,8,stop,70,6.0,,,105.0,503,21.0,500,11.0,498,XLY,3.0,11.0,281521063.096,0.028511893367055667
parity oos_2022_2024,A0 pit design,2023-03-08,2023-03-13,ANET,36.33,35.75,35.7142,-225.54,-1.062,5,stop,35,18.0,3.0,9.0,50.0,428,176.0,425,108.0,424,XLK,2.0,11.0,322069354.4475,0.029968669400468044
parity oos_2022_2024,A0 pit design,2023-03-14,2023-03-15,LSCC,93.44,89.81,89.7228,-178.59,-1.025,1,stop,36,32.0,6.0,12.0,41.0,492,55.0,489,13.0,488,XLK,2.0,11.0,152197809.122,0.03885495055645921
parity oos_2022_2024,A0 pit design,2023-03-16,2023-03-17,LSCC,94.0,90.44,90.3446,-182.96,-1.025,1,stop,36,32.0,4.0,14.0,40.0,544,49.0,543,13.0,541,XLK,2.0,11.0,149148154.01099998,0.03796483961326029
parity oos_2022_2024,A0 pit design,2023-03-21,2023-03-22,SWKS,116.77,114.94,114.8251,-188.33,-1.063,1,stop,36,33.0,6.0,15.0,144.0,610,68.0,609,169.0,606,XLK,2.0,11.0,199309945.886,0.025859015091574327
parity oos_2022_2024,A0 pit design,2023-03-16,2023-03-24,AMAT,121.62,118.06,121.5043,-5.86,-0.033,8,partial;stop,36,32.0,4.0,14.0,70.0,544,138.0,543,54.0,541,XLK,2.0,11.0,824419246.552,0.029310032087064473
parity oos_2022_2024,A0 pit design,2023-03-23,2023-03-24,SPOT,133.44,128.97,128.8448,-179.34,-1.029,1,stop,48,11.0,2.0,15.0,75.0,619,11.0,619,75.0,616,XLC,1.0,11.0,197055840.95700002,0.03349418773677782
parity oos_2022_2024,A0 pit design,2023-03-29,2023-03-31,MU,61.84,60.87,60.2897,-284.04,-1.597,2,stop,36,32.0,3.0,15.0,128.0,626,119.0,626,199.0,623,XLK,2.0,11.0,895440031.5380001,0.0326423500770651
parity oos_2022_2024,A0 pit design,2023-03-29,2023-04-05,HUBS,414.41,404.54,404.1355,-185.01,-1.041,7,stop,73,98.0,4.0,15.0,110.0,626,35.0,626,61.0,623,XLK,2.0,11.0,225989289.21099997,0.035740082840360496
parity oos_2022_2024,A0 pit design,2023-03-30,2023-04-05,AMZN,102.2,101.01,102.5167,41.21,0.264,6,partial;stop,59,9.0,,,95.0,611,125.0,611,507.0,608,XLY,3.0,11.0,5703690794.5235,0.031186427057101184
parity oos_2022_2024,A0 pit design,2023-04-04,2023-04-05,CRWD,138.47,135.73,135.2346,-210.19,-1.181,1,stop,73,91.0,4.0,15.0,59.0,581,73.0,581,499.0,578,XLK,2.0,11.0,770016787.731,0.03775102815041863
parity oos_2022_2024,A0 pit design,2023-04-17,2023-04-25,SHOP,48.8,46.95,46.8996,-368.43,-1.025,8,stop,73,66.0,1.0,9.0,153.0,395,43.0,394,22.0,392,XLK,1.0,11.0,614434677.8855001,0.037955257324370675
parity oos_2022_2024,A0 pit design,2023-03-14,2023-04-26,META,190.55,186.56,209.79,846.54,4.822,43,close<MA;partial,73,85.0,2.0,12.0,73.0,492,13.0,489,129.0,488,XLK,2.0,11.0,4914930044.6205,0.029299813952148913
parity oos_2022_2024,A0 pit design,2023-03-21,2023-04-26,FTNT,62.53,60.94,63.3185,87.25,0.492,36,close<MA;partial,35,28.0,7.0,15.0,99.0,610,97.0,609,118.0,606,XLK,2.0,11.0,263802608.47949997,0.02553444877989221
parity oos_2022_2024,A0 pit design,2023-04-11,2023-04-26,BLDR,90.3,89.1,91.142,123.74,0.701,15,partial;stop,52,2.0,,,111.0,522,52.0,522,54.0,519,XLY,3.0,11.0,182996844.48299998,0.029569241367956328
parity oos_2022_2024,A0 pit design,2023-04-11,2023-04-27,ALGN,335.49,331.47,326.5201,-349.64,-2.233,16,partial;stop,38,18.0,6.0,14.0,146.0,522,27.0,522,34.0,519,XLV,7.0,11.0,260083657.8665,0.03443298413043532
parity oos_2022_2024,A0 pit design,2023-05-01,2023-05-03,NVDA,28.14,27.78,27.7522,-181.75,-1.078,2,stop,36,31.0,4.0,7.0,124.0,327,17.0,326,6.0,325,XLK,1.0,11.0,10693024317.2495,0.027042863600500767
parity oos_2022_2024,A0 pit design,2023-05-10,2023-05-11,TTD,65.73,64.5,64.4355,-260.33,-1.052,1,stop,73,66.0,7.0,11.0,101.0,388,26.0,387,54.0,385,XLK,2.0,11.0,202651000.48999998,0.03197662866735148
